Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
8,5,First One,,55554433,6.10833,10,0.868876,0.00222432,58564186,0,0,1,43,1035,14836,81612,160636,109580,21392,1440,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111111,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55554443,6.12788,10,0.87969,0.00225201,58488763,0,0,1,43,1007,15155,80387,156289,113118,23192,1387,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111111,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55554444,6.27551,12,0.85978,0.00220104,57468701,0,0,1,40,893,14701,69018,140773,125690,35607,3647,237,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555432,6.22309,10,0.891494,0.00228223,56672583,0,0,1,40,901,11108,71595,154772,122526,27794,1841,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11413125,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555443,6.19106,11,0.870759,0.00222914,57217043,0,0,1,40,930,13214,74614,153658,119586,26771,1743,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54323232,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555444,6.30308,12,0.837505,0.00214401,56230161,0,0,1,38,853,13816,66924,139599,127375,38046,3714,244,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555543,6.3621,11,0.819061,0.0020968,54131339,0,0,1,33,739,10124,63233,138727,132694,40834,4044,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45134342,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555544,6.41904,12,0.884186,0.00226352,53689971,0,0,1,32,694,10956,59775,132568,132547,47606,5995,414,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555554,6.6931,12,0.80243,0.00205422,50480058,0,0,1,22,419,6365,45201,108816,143884,72529,12513,837,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
8,5,First One,,55555555,7.2753,13,0.768219,0.00196664,48276116,0,0,1,8,150,2211,23707,66464,128730,117552,44769,6560,442,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43322443,390625,2020-12-06 17:35:57 -0800,9b3fd34,master
